m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
gpt2,bigram,554,Challenge is most daring stuff in this game,Kiel is stupidly imp correct on this one,Information is most daring who you a great,-25.6162109375,-47.126640796661384,-46.855823040008545,-116.9951171875,-142.611328125,-32.919787883758545,-116.9833984375,-80.04643249511719,8.0,62.0,62.0,1,2,False
gpt2,bigram,612,Its creepy how fast time flies by us,Pretty imp how fast time flies by sometimes,Without Marge how fast facts concerning just rambling,-13.227294921875,-44.778713703155525,-44.46310567855835,-124.25634765625,-137.483642578125,-51.27740716934204,-124.16943359375,-96.05611991882324,36.0,8.0,36.0,1,0,False
gpt2,bigram,616,But I doubt it will stay active forever,However I doubt this will stay online long,But no idea that its most modern Fife,-8.656982421875,-33.013110637664795,-32.63391351699829,-107.573486328125,-116.23046875,-31.86973762512207,-107.423095703125,-64.88283967971803,54.0,67.0,67.0,6,6,False
gpt2,bigram,630,Only in situations that concern safety or health,Should report situations that concern safety or security,Established in Pakistan that Fanny rightly or does,-12.263671875,-41.276066303253174,-41.221566677093506,-123.673095703125,-135.936767578125,-51.30540943145752,-123.503173828125,-92.58147573471071,40.0,7.0,40.0,3,0,False
gpt2,bigram,638,The entire family should be thrown in jail,The entire administration should be thrown into jail,The entire family and now part in terms,-3.569580078125,-29.90345335006714,-29.73558139801025,-102.316650390625,-105.88623046875,-30.228647232055664,-102.298583984375,-60.132100582122796,76.0,80.0,80.0,7,8,True
gpt2,bigram,692,That excuse stops working after a certain point,That excuse stops working after a certain point,Goldwater during stops spinning and a whole situation,0.0,-30.14263916015625,-30.14263916015625,-116.3076171875,-116.3076171875,-49.268866539001465,-116.279541015625,-79.4115056991577,95.0,11.0,95.0,7,2,False
gpt2,bigram,832,Just to keep their heads in the game,Just to keep our heads in the game,Speaking to do their lack of the door,-1.20068359375,-25.992262840271,-25.325948238372803,-98.587646484375,-99.788330078125,-34.33574104309082,-98.57373046875,-60.328003883361816,85.0,53.0,85.0,8,9,False
gpt2,bigram,860,I am going to be one of them,I am honored to be one of them,I am going to take part of them,-6.133056640625,-21.86261224746704,-20.89156436920166,-88.207275390625,-94.34033203125,-8.309271335601808,-88.0390625,-30.17188358306885,67.0,100.0,100.0,9,9,False
gpt2,bigram,950,Maybe the producers were wrong in his choice,Clearly the judges were subconscious about their rulings,Despite the United were either at his countrymen,-19.001220703125,-41.65655755996704,-41.362622261047356,-108.443359375,-127.444580078125,-31.57586431503296,-107.747802734375,-73.23241806030273,19.0,69.0,69.0,2,6,False
gpt2,bigram,976,Plenty of people pet big dogs like that,Plenty of people mauled inhumane dogs like these,Several of people doting big name yet alone,-14.8359375,-46.21748924255371,-46.030517578125,-120.38427734375,-135.22021484375,-36.455719947814934,-119.249267578125,-82.6732110977173,31.0,48.0,48.0,1,1,False
gpt2,bigram,1017,Everything they are saying is how I feel,Everything they are saying is how I feel,Had you get paid about how to halt,0.0,-31.85423231124878,-31.85423231124878,-105.771240234375,-105.771240234375,-37.77032661437988,-105.4541015625,-69.6245641708374,95.0,43.0,95.0,6,7,False
gpt2,bigram,1036,I tried this and still nothing has happened,I check mine and notice nothing has changed,He subsequently arrested and sometimes almost have said,-10.662353515625,-35.40241813659668,-35.373862266540534,-107.33984375,-118.002197265625,-34.464357376098626,-106.86181640625,-69.86676263809204,45.0,52.0,52.0,4,6,False
gpt2,bigram,1038,Imagine giving up sleep for a video game,Imagine giving up sleep to a video game,Recent giving up unannounced and a video games,-2.328857421875,-36.50316095352173,-36.08249711990357,-113.194580078125,-115.5234375,-40.318316459655755,-112.4794921875,-76.82148122787477,79.0,34.0,79.0,4,3,False
gpt2,bigram,1091,Half that if you use reasonably priced milk,Bypass this if you seek decently priced tooling,Lohan that if you happen is licks milk,-18.464599609375,-46.70200061798096,-46.64169335365296,-121.75634765625,-140.220947265625,-37.40661573410034,-121.74365234375,-84.1086163520813,21.0,45.0,45.0,1,1,False
gpt2,bigram,1102,Gets us to the playoffs every following year,Gets us in the playoffs next off year,Rescuers us to the quarterfinals Friday following morning,-10.017822265625,-44.79706382751465,-44.01858949661255,-116.468994140625,-126.48681640625,-38.472258567810066,-116.361083984375,-83.2693223953247,48.0,39.0,48.0,1,2,True
gpt2,bigram,1107,My school has a nice little stadium now,That school has a beautiful volleyball stadium too,Johnson administration has a court seat stadium before,-14.9755859375,-42.941319942474365,-42.21221351623535,-113.4443359375,-128.419921875,-34.1760892868042,-113.27978515625,-77.11740922927856,30.0,57.0,57.0,2,3,False
gpt2,bigram,1115,I hope you have enough binoculars for that,I hope you have enough withstanding for that,I tell you have enough reissued to another,-4.096923828125,-34.60105085372925,-34.592299938201904,-110.06591796875,-114.162841796875,-31.092469215393066,-109.87060546875,-65.69352006912231,74.0,73.0,74.0,5,5,False
gpt2,bigram,1157,Do not read the comments above or below,Do not read the comments above or below,Perhaps I asked her songs like all part,0.0,-29.33003044128418,-29.33003044128418,-110.567626953125,-110.567626953125,-40.520683765411384,-110.03759765625,-69.85071420669557,95.0,31.0,95.0,7,4,False
gpt2,bigram,1192,Glad to see you ended ones camping trip,Great to see Scott reprising avenge old stomp,Republicans to thank you become distorted neither hypothermia,-27.301025390625,-52.77587509155274,-52.54395866394043,-121.572998046875,-148.8740234375,-46.61730766296387,-121.527099609375,-99.3931827545166,6.0,14.0,14.0,0,1,True
gpt2,bigram,1226,Its implied that bad things happened to her,Asher apologized that bad things happened to her,Its truss end of life he let us,-11.1298828125,-40.48164272308349,-40.2115626335144,-107.80712890625,-118.93701171875,-30.95314884185791,-107.55224609375,-71.4347915649414,44.0,75.0,75.0,3,6,False
gpt2,bigram,1246,Please come back when you have more karma,Please check back when you have more toad,How came back to you are precious karma,-8.779541015625,-31.10362720489502,-30.806824684143066,-105.329833984375,-114.109375,-29.30716371536255,-104.9736328125,-60.41079092025757,53.0,84.0,84.0,7,7,False
gpt2,bigram,1272,This sounds like a skin Walker to me,This looks like a Cpl overloading to me,The sounds like her chair until proven beyond,-14.427490234375,-45.10530853271485,-43.84424352645874,-109.938232421875,-124.36572265625,-29.654317378997803,-109.371337890625,-74.75962591171266,33.0,83.0,83.0,1,5,False
gpt2,bigram,1289,I think we live in a lonely world,I mean we live in a plural world,I got there are not a variety television,-8.637939453125,-27.16960859298706,-25.69777202606201,-99.5029296875,-108.140869140625,-28.89800262451172,-98.9892578125,-56.06761121749878,55.0,86.0,86.0,8,8,False
gpt2,bigram,1307,Or became a lawyer for the wrong reasons,Someone outed another celebrity for the wrong reasons,Where am a suitable to me wrong reasons,-17.574951171875,-38.39158391952515,-38.12669897079468,-107.4072265625,-124.982177734375,-29.8102388381958,-106.231689453125,-68.20182275772096,22.0,81.0,81.0,4,6,False
gpt2,bigram,1329,I weight myself every day during a cut,I washes myself every night under tiled showers,I donned towards every day off a retrial,-19.752197265625,-40.91269636154175,-40.83105516433716,-118.75341796875,-138.505615234375,-37.988886833190925,-118.59033203125,-78.90158319473268,18.0,40.0,40.0,3,2,False
gpt2,bigram,1396,Makes me kind of not care so much,Makes me kind of not care that much,Several villages round of people that a successful,-1.92431640625,-35.35200023651122,-35.349957466125495,-109.23583984375,-111.16015625,-37.851471900939934,-108.6728515625,-73.20347213745117,81.0,42.0,81.0,5,5,False
gpt2,bigram,1466,Try to keep calm until the next scan,Try to keep concentration until your next activation,Can not a bully him the only deepened,-15.2197265625,-38.6479606628418,-38.25021409988403,-112.418212890625,-127.637939453125,-36.70196437835693,-111.9072265625,-75.34992504119873,29.0,46.0,46.0,3,3,True
gpt2,bigram,1472,I went to school without my shoes today,I went to class without my glasses yesterday,I went to grasp how good word for,-6.7822265625,-33.693798542022705,-33.51612901687622,-106.0625,-112.8447265625,-29.668578624725342,-105.518310546875,-63.36237716674805,64.0,82.0,82.0,6,7,False
gpt2,bigram,1499,You have a kitchen in your gaming room,You have a cooler in your off room,You have a scoreless tie my chagrin of,-4.337890625,-35.149816036224365,-34.81651544570923,-108.4609375,-112.798828125,-34.300732612609856,-107.990966796875,-69.45054864883423,72.0,55.0,72.0,5,5,False
gpt2,bigram,1535,A society lacking in any values would suffer,A society lacking in mutual affirmation will collapse,Our nation adopted in any landowner and chattering,-10.383056640625,-45.24509382247925,-44.47709655761719,-120.3173828125,-130.700439453125,-41.768075466156006,-120.031494140625,-87.01316928863525,47.0,25.0,47.0,1,1,False
gpt2,bigram,1539,It is at the top of my list,Trump is at the top of that list,There is to the most of my older,-11.261962890625,-21.35707950592041,-21.35469055175781,-95.874267578125,-107.13623046875,-27.32221937179565,-95.5947265625,-48.679298877716064,43.0,91.0,91.0,9,9,False
gpt2,bigram,1588,It just depends on who the audience is,It just depends on who the buyer is,I just depends on trial as short on,-2.335693359375,-24.913572788238525,-24.8611364364624,-108.348388671875,-110.68408203125,-39.689126014709466,-108.2060546875,-64.602698802948,78.0,36.0,78.0,9,6,False
gpt2,bigram,1678,Like dogs are not magical special creatures here,Therefore alligators were not alligator skinned toying ornaments,Four journalists have more westerly rather soured said,-23.475341796875,-49.48865747451782,-49.457261562347405,-125.942138671875,-149.41748046875,-48.703863620758064,-125.732177734375,-98.19252109527588,13.0,12.0,13.0,0,0,False
gpt2,bigram,1735,I used to do this all the time,I used to do this all the time,I tried to what we all the country,0.0,-18.4776463508606,-18.4776463508606,-94.579833984375,-94.579833984375,-31.42515516281128,-94.352294921875,-49.90280151367188,95.0,71.0,95.0,9,9,False
gpt2,bigram,1759,Show me one person who supports the draft,Name me one person who trusts the I,Life was one person can either the Azores,-10.51708984375,-35.02394437789917,-34.88004446029663,-110.1357421875,-120.65283203125,-36.68480014801026,-109.845947265625,-71.70874452590942,46.0,47.0,47.0,5,5,True
gpt2,bigram,1771,I never seen this man in my life,Has never seen this before in my life,I should get there were in my friends,-12.02685546875,-27.47971248626709,-27.342254638671875,-95.9912109375,-108.01806640625,-22.912078857421875,-95.95458984375,-50.391791343688965,42.0,97.0,97.0,8,9,False
gpt2,bigram,1829,I doubt that would help with mud though,I hoped it would help prevent aria sic,I confess that would soon as wickets while,-16.8251953125,-43.58412551879883,-43.41792488098145,-109.11181640625,-125.93701171875,-32.51992177963257,-108.8603515625,-76.10404729843141,24.0,64.0,64.0,2,5,False
gpt2,bigram,1838,I hope things get better for you soon,I hope things get better for you soon,He resolved never felt better off some sort,0.0,-22.43053388595581,-22.43053388595581,-106.583984375,-106.583984375,-45.50022840499878,-106.363525390625,-67.93076229095459,95.0,17.0,95.0,9,6,False
gpt2,bigram,1879,You will never have time to eat again,You will never have time to eat again,I can actually have done to put too,0.0,-27.52163791656494,-27.52163791656494,-100.790283203125,-100.790283203125,-30.810957431793213,-100.05712890625,-58.33259391784668,95.0,77.0,95.0,8,8,False
gpt2,bigram,1907,She is definitely getting calories from somewhere else,United was seemingly on avenge of someplace else,What are becoming an calories from somewhere else,-26.259521484375,-43.38620376586914,-43.38328838348389,-110.81884765625,-137.078369140625,-26.35673522949219,-110.294921875,-69.74294519424438,7.0,93.0,93.0,2,4,False
gpt2,bigram,1922,It used to be more like a conversation,There ought to be more of him onscreen,We talked to be rather than any possible,-12.205810546875,-27.297790050506592,-27.267856121063232,-97.2177734375,-109.423583984375,-28.847262382507324,-96.727783203125,-56.14505100250244,41.0,87.0,87.0,8,9,False
gpt2,bigram,2005,Groups of people are fun to watch too,Groups of people are fun to watch onscreen,Robert of people who offered to Colombo said,-2.29931640625,-34.53026580810547,-34.24017000198364,-109.539794921875,-111.839111328125,-40.63242626190185,-109.528076171875,-75.16268491744995,80.0,29.0,80.0,5,5,False
gpt2,bigram,2007,Education sector should really take this into consideration,Education institutes should particularly take this into consideration,Rescuers giddy I really matter how similar law,-14.08740234375,-41.49491930007935,-41.20587968826294,-122.189453125,-136.27685546875,-57.016549587249756,-122.04296875,-98.51146507263184,34.0,4.0,34.0,2,1,False
gpt2,bigram,2048,Pet the part between his nose and eyes,Min an bandage between your earl and ear,Lohan tested subplot was his way and both,-25.304931640625,-47.81137704849243,-46.710761070251465,-120.92529296875,-146.230224609375,-44.33547592163086,-120.689453125,-92.14685297012328,9.0,20.0,20.0,0,1,False
gpt2,bigram,2066,She nodded and I went with the man,She agreed and then went toasted the newbie,He sighed and I go with the end,-23.60498046875,-39.507283687591546,-38.561474800109856,-98.7822265625,-122.38720703125,-11.49191427230835,-98.63818359375,-50.9991979598999,12.0,99.0,99.0,3,9,False
