sentence_pair,subjects_majority_vote,sentence1,sentence2,probability_sentence1,probability_sentence2
One of the ones I did required it_One of the straps she heard Boulevard was,1.0,One of the ones I did required it,One of the straps she heard Boulevard was,-33.06057620048523,-54.119491934776306
Open war thunder directly through the steam library_Tribes create dances plays using the tigers melodic,2.0,Open war thunder directly through the steam library,Tribes create dances plays using the tigers melodic,-56.371724367141724,-73.36434626579285
Papal least hit the sauna was still afraid_Travel now while the panic is still around,2.0,Papal least hit the sauna was still afraid,Travel now while the panic is still around,-62.26202642917633,-39.518853545188904
People will kick you for being a female_a being will for you kick female People,1.0,People will kick you for being a female,a being will for you kick female People,-32.214287996292114,-68.03191995620728
Privacy researchers discuss vulnerabilities at a press briefing_They generally invoke charms in the originals village,1.0,Privacy researchers discuss vulnerabilities at a press briefing,They generally invoke charms in the originals village,-42.441606521606445,-63.03273916244507
Reach is absolutely not the same as ranged_Reach the as absolutely is not same ranged,1.0,Reach is absolutely not the same as ranged,Reach the as absolutely is not same ranged,-35.60656017065048,-65.18955159187317
Read both pages and you will understand why_Read this letter and you will understand everything,2.0,Read both pages and you will understand why,Read this letter and you will understand everything,-26.579301118850708,-26.633407413959503
Risk can be reduced by wearing mouth masks_This is probably another symptom of narcissistic personality,2.0,Risk can be reduced by wearing mouth masks,This is probably another symptom of narcissistic personality,-32.62262588739395,-33.15355911850929
Rust is generally caused by salt and sand_Where is Vernon Roche when you need him,1.0,Rust is generally caused by salt and sand,Where is Vernon Roche when you need him,-38.28601211309433,-35.92377758026123
She essentially sacrifices her happiness to save him_She willingly sacrifices her grudges to save herself,1.0,She essentially sacrifices her happiness to save him,She willingly sacrifices her grudges to save herself,-35.83880776166916,-39.707870435900986
She literally has never said she was coerced_Subscribe now part he said she was equivalent,1.0,She literally has never said she was coerced,Subscribe now part he said she was equivalent,-36.698829889297485,-54.59724760055542
Simply make a reason to wake up for_for to make a Simply wake reason up,1.0,Simply make a reason to wake up for,for to make a Simply wake reason up,-40.51597601175308,-63.52165460586548
So go ahead and lie about your height_Users go to and underline in your browser,1.0,So go ahead and lie about your height,Users go to and underline in your browser,-28.55948355793953,-46.98817598819733
So should be leaking for granted videotapes brash_Which should be okay for a Kane backup,2.0,So should be leaking for granted videotapes brash,Which should be okay for a Kane backup,-76.68539401888847,-42.132405281066895
Some games are also super cheap or free_cheap free Some are games or also super,1.0,Some games are also super cheap or free,cheap free Some are games or also super,-36.37098741531372,-62.92545557022095
Soon it became a Cold war of sorts_Use it reached the Gulf War I sleep,1.0,Soon it became a Cold war of sorts,Use it reached the Gulf War I sleep,-36.63858813047409,-55.33603310585022
State prosecutors first question that the right calls_Unfortunately forking forked is not the right solution,1.0,State prosecutors first question that the right calls,Unfortunately forking forked is not the right solution,-57.02997708320618,-45.734153509140015
Such sad truth of the situation is deplorable_Your fundamental analysis of the situation is terrible,2.0,Such sad truth of the situation is deplorable,Your fundamental analysis of the situation is terrible,-37.478957772254944,-33.87330275774002
Thank you for your warm message of friendship_When you for almost involuntary servitude of luck,1.0,Thank you for your warm message of friendship,When you for almost involuntary servitude of luck,-24.647798120975494,-65.42731728975195
That Actual Guy The Song Is Referring To_Then just dollar cost average it all out,1.0,That Actual Guy The Song Is Referring To,Then just dollar cost average it all out,-70.24998489394784,-50.708547830581665
That analysis has been told many times before_The discussion has been had many times before,2.0,That analysis has been told many times before,The discussion has been had many times before,-28.418272208422422,-28.45235761255026
That is the narrative we have been sold_This is the week you have been dying,1.0,That is the narrative we have been sold,This is the week you have been dying,-29.910720348358154,-33.73712086677551
That was the basis of his entire post_What is the Gulf of the impoverished neighborhoods,1.0,That was the basis of his entire post,What is the Gulf of the impoverished neighborhoods,-27.463469326496124,-52.775558829307556
The entire administration should be thrown into jail_The entire family should be thrown in jail,1.0,The entire administration should be thrown into jail,The entire family should be thrown in jail,-32.4388530254364,-29.621415466070175
The local extremists applauded by no more unorthodox_The other info provided is much more informative,2.0,The local extremists applauded by no more unorthodox,The other info provided is much more informative,-72.22105836868286,-35.46272784471512
The mass of people was just too huge_The number of people is just too large,2.0,The mass of people was just too huge,The number of people is just too large,-31.41462528705597,-25.867786422371864
The object of persuasion is motivating everyone involved_The other bastard sure could have folks scared,1.0,The object of persuasion is motivating everyone involved,The other bastard sure could have folks scared,-46.34678465127945,-56.61176669597626
The other bastard sure could have folks scared_The topic of sure does get people talking,1.0,The other bastard sure could have folks scared,The topic of sure does get people talking,-56.61176669597626,-34.177171885967255
